timestamp,file,drive_path,drive_link,md5,size_mb,class,subject,medium,exam,year,district,source,old_path,shelf,published_by
2026-09-22T00:00Z,10th_Science_Quarterly_Diagrams_RavisTuition.pdf,StudyHub/TN/10th/Science/Diagrams/,https://drive.google.com/file/d/1U8jthHQMUv_UXW1YZv-C5-CqA8arm44f/view,,,10,Science,Both,Quarterly,,,generated,DIAGRAMS/,free,agent-B
